Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Name
0.0,4672,4,1168.0,1168.0,1152,1184,18.5,"void cub::_V_300304_SM_890::detail::transform::transform_kernel<cub::_V_300304_SM_890::detail::transform::policy_selector_from_types<(bool)1, (bool)1, cuda::std::__4::tuple<thrust::_V_300304_SM_890::device_ptr<const float>>, thrust::_V_300304_SM_890::device_ptr<unsigned char>>, int, cub::_V_300304_SM_890::detail::transform::always_true_predicate, lfs::core::ops::scalar_right_op<lfs::core::ops::less_op, float>, unsigned char *, const float *>(T2, int, bool, T3, T4, T5, cub::_V_300304_SM_890::detail::transform::kernel_arg<T6>...)"
0.0,4512,2,2256.0,2256.0,2080,2432,248.9,"lfs::core::tensor_ops::<unnamed>::pointwise_chain_vec4_kernel(const float *, float *, unsigned long, lfs::core::tensor_ops::FusedPointwiseOpChain)"
0.0,4480,4,1120.0,1120.0,1088,1152,26.1,"void cub::_V_300304_SM_890::detail::transform::transform_kernel<cub::_V_300304_SM_890::detail::transform::policy_selector_from_types<(bool)1, (bool)1, cuda::std::__4::tuple<thrust::_V_300304_SM_890::device_ptr<const unsigned char>>, thrust::_V_300304_SM_890::device_ptr<unsigned char>>, int, cub::_V_300304_SM_890::detail::transform::always_true_predicate, lfs::core::ops::logical_not_op, unsigned char *, const unsigned char *>(T2, int, bool, T3, T4, T5, cub::_V_300304_SM_890::detail::transform::kernel_arg<T6>...)"
0.0,4064,2,2032.0,2032.0,2016,2048,22.6,"lfs::training::mrnf_strategy::mrnf_decay_kernel(float *, float *, const bool *, unsigned long, float, float, float, unsigned long)"
0.0,3392,2,1696.0,1696.0,1504,1888,271.5,"void cub::_V_300304_SM_890::detail::reduce::DeviceReduceKernel<cub::_V_300304_SM_890::detail::reduce::policy_selector_from_types<long, unsigned int, cuda::std::__4::plus<long>>, thrust::_V_300304_SM_890::transform_iterator<lfs::core::ops::is_nonzero_op<float>, thrust::_V_300304_SM_890::device_ptr<const float>, long, long>, unsigned int, cuda::std::__4::plus<long>, long, cuda::std::__4::identity>(T2, T5 *, T3, cub::_V_300304_SM_890::GridEvenShare<T3>, T4, T6)"
0.0,3328,2,1664.0,1664.0,1472,1856,271.5,"void cub::_V_300304_SM_890::detail::reduce::DeviceReduceKernel<cub::_V_300304_SM_890::detail::reduce::policy_selector_from_types<long, unsigned int, cuda::std::__4::plus<long>>, thrust::_V_300304_SM_890::transform_iterator<lfs::training::mrnf_strategy::<unnamed>::positive_weight, thrust::_V_300304_SM_890::device_ptr<const float>, long, long>, unsigned int, cuda::std::__4::plus<long>, long, cuda::std::__4::identity>(T2, T5 *, T3, cub::_V_300304_SM_890::GridEvenShare<T3>, T4, T6)"
0.0,3200,2,1600.0,1600.0,1600,1600,0.0,"lfs::core::tensor_ops::warp_tiny_segment_reduce_min_kernel(const float *, float *, unsigned long, unsigned long)"
0.0,3168,2,1584.0,1584.0,1568,1600,22.6,"lfs::core::tensor_ops::warp_tiny_segment_reduce_max_kernel(const float *, float *, unsigned long, unsigned long)"
0.0,3136,2,1568.0,1568.0,1440,1696,181.0,"lfs::training::pruning::compute_near_zero_rotation_mask_kernel(const float *, unsigned char *, unsigned long)"
0.0,2368,2,1184.0,1184.0,1120,1248,90.5,"void lfs::core::tensor_ops::vectorized_scalar_broadcast_kernel<lfs::core::ops::div_op>(const float *, float, float *, unsigned long, T1)"
