Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Name
0.0,15296,2,7648.0,7648.0,7136,8160,724.1,"lfs::training::kernels::long_axis_split_gaussians_inplace_kernel(float *, float *, float *, const float *, const float *, float *, float *, float *, float *, float *, float *, float *, const long *, int, int)"
0.0,12992,12,1082.7,1040.0,1024,1280,82.8,"void cub::_V_300304_SM_890::detail::reduce::DeviceReduceSingleTileKernel<cub::_V_300304_SM_890::detail::reduce::policy_selector_from_types<long, unsigned long long, cuda::std::__4::plus<void>>, long *, long *, int, cuda::std::__4::plus<void>, long, long, cuda::std::__4::identity>(T2, T3, T4, T5, T6, T8)"
0.0,12192,8,1524.0,1520.0,1504,1568,23.8,"void cub::_V_300304_SM_890::detail::transform::transform_kernel<cub::_V_300304_SM_890::detail::transform::policy_selector_from_types<(bool)1, (bool)1, cuda::std::__4::tuple<thrust::_V_300304_SM_890::device_ptr<const unsigned char>, thrust::_V_300304_SM_890::device_ptr<const unsigned char>>, thrust::_V_300304_SM_890::device_ptr<unsigned char>>, int, cub::_V_300304_SM_890::detail::transform::always_true_predicate, lfs::core::ops::logical_or_op, unsigned char *, const unsigned char *, const unsigned char *>(T2, int, bool, T3, T4, T5, cub::_V_300304_SM_890::detail::transform::kernel_arg<T6>...)"
0.0,10656,2,5328.0,5328.0,4992,5664,475.2,"lfs::training::mrnf_strategy::mrnf_decay_kernel(float *, float *, const bool *, unsigned long, float, float, float, unsigned long)"
0.0,8896,6,1482.7,1504.0,1408,1536,59.6,"void cub::_V_300304_SM_890::detail::transform::transform_kernel<cub::_V_300304_SM_890::detail::transform::policy_selector_from_types<(bool)1, (bool)1, cuda::std::__4::tuple<thrust::_V_300304_SM_890::device_ptr<const unsigned char>, thrust::_V_300304_SM_890::device_ptr<const unsigned char>>, thrust::_V_300304_SM_890::device_ptr<unsigned char>>, int, cub::_V_300304_SM_890::detail::transform::always_true_predicate, lfs::core::ops::logical_and_op, unsigned char *, const unsigned char *, const unsigned char *>(T2, int, bool, T3, T4, T5, cub::_V_300304_SM_890::detail::transform::kernel_arg<T6>...)"
0.0,8352,2,4176.0,4176.0,3872,4480,429.9,"void cub::_V_300304_SM_890::detail::select::DeviceSelectSweepKernel<cub::_V_300304_SM_890::detail::select::policy_hub<long, float, int, (bool)0, (cub::_V_300304_SM_890::SelectImpl)0>::Policy1000, thrust::_V_300304_SM_890::counting_iterator<long, thrust::_V_300304_SM_890::use_default, thrust::_V_300304_SM_890::use_default, thrust::_V_300304_SM_890::use_default, thrust::_V_300304_SM_890::compile_time_value<(int)1>>, thrust::_V_300304_SM_890::device_ptr<const float>, thrust::_V_300304_SM_890::device_ptr<long>, long *, cub::_V_300304_SM_890::ScanTileState<int, (bool)1>, lfs::training::mrnf_strategy::<unnamed>::positive_weight, cub::_V_300304_SM_890::NullType, int, cub::_V_300304_SM_890::detail::select::streaming_context_t<long, (bool)1>, (cub::_V_300304_SM_890::SelectImpl)0>(T2, T3, T4, T5, T6, T7, T8, T9, int, T10, cub::_V_300304_SM_890::detail::vsmem_t)"
0.0,7136,2,3568.0,3568.0,3552,3584,22.6,"lfs::core::<unnamed>::gather_from_linear_kernel(float4 *, unsigned int, const float *, unsigned int, unsigned int, unsigned int)"
0.0,6560,4,1640.0,1616.0,1504,1824,139.2,"void lfs::core::tensor_ops::vectorized_binary_kernel<lfs::core::ops::mul_op>(const float *, const float *, float *, unsigned long, T1)"
0.0,5792,2,2896.0,2896.0,2880,2912,22.6,"void cub::_V_300304_SM_890::detail::radix_sort::DeviceRadixSortHistogramKernel<cub::_V_300304_SM_890::detail::radix_sort::policy_selector_from_types<float, long, unsigned int>, (cub::_V_300304_SM_890::SortOrder)1, float, unsigned int, cub::_V_300304_SM_890::detail::identity_decomposer_t>(T4 *, const T3 *, T4, int, int, T5)"
0.0,5504,4,1376.0,1376.0,1376,1376,0.0,"void cub::_V_300304_SM_890::detail::transform::transform_kernel<cub::_V_300304_SM_890::detail::transform::policy_selector_from_types<(bool)1, (bool)1, cuda::std::__4::tuple<thrust::_V_300304_SM_890::device_ptr<const float>>, thrust::_V_300304_SM_890::device_ptr<unsigned char>>, int, cub::_V_300304_SM_890::detail::transform::always_true_predicate, lfs::core::ops::scalar_right_op<lfs::core::ops::less_op, float>, unsigned char *, const float *>(T2, int, bool, T3, T4, T5, cub::_V_300304_SM_890::detail::transform::kernel_arg<T6>...)"
0.0,5088,4,1272.0,1280.0,1248,1280,16.0,"void cub::_V_300304_SM_890::detail::transform::transform_kernel<cub::_V_300304_SM_890::detail::transform::policy_selector_from_types<(bool)1, (bool)1, cuda::std::__4::tuple<thrust::_V_300304_SM_890::device_ptr<const unsigned char>>, thrust::_V_300304_SM_890::device_ptr<unsigned char>>, int, cub::_V_300304_SM_890::detail::transform::always_true_predicate, lfs::core::ops::logical_not_op, unsigned char *, const unsigned char *>(T2, int, bool, T3, T4, T5, cub::_V_300304_SM_890::detail::transform::kernel_arg<T6>...)"
0.0,5056,2,2528.0,2528.0,2464,2592,90.5,"lfs::core::tensor_ops::warp_tiny_segment_reduce_max_kernel(const float *, float *, unsigned long, unsigned long)"
0.0,5024,2,2512.0,2512.0,2432,2592,113.1,"lfs::core::tensor_ops::warp_tiny_segment_reduce_min_kernel(const float *, float *, unsigned long, unsigned long)"
0.0,4960,2,2480.0,2480.0,2240,2720,339.4,"lfs::core::tensor_ops::<unnamed>::pointwise_chain_vec4_kernel(const float *, float *, unsigned long, lfs::core::tensor_ops::FusedPointwiseOpChain)"
0.0,4000,2,2000.0,2000.0,1984,2016,22.6,"lfs::training::pruning::compute_near_zero_rotation_mask_kernel(const float *, unsigned char *, unsigned long)"
0.0,3360,2,1680.0,1680.0,1664,1696,22.6,"void cub::_V_300304_SM_890::detail::reduce::DeviceReduceKernel<cub::_V_300304_SM_890::detail::reduce::policy_selector_from_types<long, unsigned int, cuda::std::__4::plus<long>>, thrust::_V_300304_SM_890::transform_iterator<lfs::core::ops::is_nonzero_op<float>, thrust::_V_300304_SM_890::device_ptr<const float>, long, long>, unsigned int, cuda::std::__4::plus<long>, long, cuda::std::__4::identity>(T2, T5 *, T3, cub::_V_300304_SM_890::GridEvenShare<T3>, T4, T6)"
0.0,3328,2,1664.0,1664.0,1664,1664,0.0,"void cub::_V_300304_SM_890::detail::reduce::DeviceReduceKernel<cub::_V_300304_SM_890::detail::reduce::policy_selector_from_types<long, unsigned int, cuda::std::__4::plus<long>>, thrust::_V_300304_SM_890::transform_iterator<lfs::training::mrnf_strategy::<unnamed>::positive_weight, thrust::_V_300304_SM_890::device_ptr<const float>, long, long>, unsigned int, cuda::std::__4::plus<long>, long, cuda::std::__4::identity>(T2, T5 *, T3, cub::_V_300304_SM_890::GridEvenShare<T3>, T4, T6)"
0.0,2912,2,1456.0,1456.0,1440,1472,22.6,"void cub::_V_300304_SM_890::detail::transform::transform_kernel<cub::_V_300304_SM_890::detail::transform::policy_selector_from_types<(bool)1, (bool)1, cuda::std::__4::tuple<thrust::_V_300304_SM_890::device_ptr<const unsigned char>>, thrust::_V_300304_SM_890::device_ptr<float>>, int, cub::_V_300304_SM_890::detail::transform::always_true_predicate, lfs::core::tensor_ops::ConvertFunctor<unsigned char, float>, float *, const unsigned char *>(T2, int, bool, T3, T4, T5, cub::_V_300304_SM_890::detail::transform::kernel_arg<T6>...)"
