Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Name
0.0,362141,300,1207.1,1184.0,1152,3520,137.9,"void cub::_V_300304_SM_890::detail::reduce::DeviceReduceSingleTileKernel<cub::_V_300304_SM_890::detail::reduce::policy_selector_from_types<float, unsigned long long, cuda::std::__4::plus<void>>, float *, float *, int, cuda::std::__4::plus<void>, float, float, cuda::std::__4::identity>(T2, T3, T4, T5, T6, T8)"
0.0,350335,338,1036.5,1024.0,960,1536,51.9,"void cub::_V_300304_SM_890::detail::radix_sort::DeviceRadixSortExclusiveSumKernel<cub::_V_300304_SM_890::detail::radix_sort::policy_selector_from_types<unsigned int, unsigned int, unsigned int>, unsigned int>(T2 *)"
0.0,335998,78,4307.7,4048.0,3808,4960,401.7,"void cub::_V_300304_SM_890::detail::select::DeviceSelectSweepKernel<cub::_V_300304_SM_890::detail::select::policy_hub<float, bool, int, (bool)0, (cub::_V_300304_SM_890::SelectImpl)0>::Policy1000, thrust::_V_300304_SM_890::transform_iterator<lfs::core::ops::extract_value_op, thrust::_V_300304_SM_890::zip_iterator<cuda::std::__4::tuple<thrust::_V_300304_SM_890::device_ptr<const float>, thrust::_V_300304_SM_890::device_ptr<const unsigned char>>>, thrust::_V_300304_SM_890::use_default, thrust::_V_300304_SM_890::use_default>, thrust::_V_300304_SM_890::transform_iterator<lfs::core::ops::extract_mask_op, thrust::_V_300304_SM_890::zip_iterator<cuda::std::__4::tuple<thrust::_V_300304_SM_890::device_ptr<const float>, thrust::_V_300304_SM_890::device_ptr<const unsigned char>>>, thrust::_V_300304_SM_890::use_default, thrust::_V_300304_SM_890::use_default>, thrust::_V_300304_SM_890::device_ptr<float>, long *, cub::_V_300304_SM_890::ScanTileState<int, (bool)1>, void lfs::core::tensor_ops::<unnamed>::launch_masked_select_impl<float>(const T1 *, const unsigned char *, T1 *, unsigned long, unsigned long, CUstream_st *)::[lambda(bool) (instance 1)], cub::_V_300304_SM_890::NullType, int, cub::_V_300304_SM_890::detail::select::streaming_context_t<long, (bool)1>, (cub::_V_300304_SM_890::SelectImpl)0>(T2, T3, T4, T5, T6, T7, T8, T9, int, T10, cub::_V_300304_SM_890::detail::vsmem_t)"
0.0,312607,300,1042.0,1056.0,992,1152,18.3,"void cub::_V_300304_SM_890::detail::transform::transform_kernel<cub::_V_300304_SM_890::detail::transform::policy_selector_from_types<(bool)1, (bool)1, cuda::std::__4::tuple<thrust::_V_300304_SM_890::device_ptr<const float>, thrust::_V_300304_SM_890::device_ptr<const float>>, thrust::_V_300304_SM_890::device_ptr<float>>, int, cub::_V_300304_SM_890::detail::transform::always_true_predicate, lfs::core::ops::add_op, float *, const float *, const float *>(T2, int, bool, T3, T4, T5, cub::_V_300304_SM_890::detail::transform::kernel_arg<T6>...)"
0.0,295230,300,984.1,992.0,896,2784,106.6,"void cub::_V_300304_SM_890::detail::transform::transform_kernel<cub::_V_300304_SM_890::detail::transform::policy_selector_from_types<(bool)1, (bool)1, cuda::std::__4::tuple<thrust::_V_300304_SM_890::device_ptr<float>>, thrust::_V_300304_SM_890::device_ptr<float>>, int, cub::_V_300304_SM_890::detail::transform::always_true_predicate, lfs::core::tensor_ops::DivideByFunctor, float *, float *>(T2, int, bool, T3, T4, T5, cub::_V_300304_SM_890::detail::transform::kernel_arg<T6>...)"
0.0,252415,300,841.4,800.0,767,1216,110.9,"void cub::_V_300304_SM_890::detail::scan::DeviceScanInitKernel<cub::_V_300304_SM_890::ScanTileState<unsigned long, (bool)1>>(T1, int)"
0.0,166717,78,2137.4,2016.0,1600,2560,390.8,"void cub::_V_300304_SM_890::detail::transform::transform_kernel<cub::_V_300304_SM_890::detail::transform::policy_selector_from_types<(bool)1, (bool)1, cuda::std::__4::tuple<thrust::_V_300304_SM_890::zip_iterator<cuda::std::__4::tuple<thrust::_V_300304_SM_890::device_ptr<float>, thrust::_V_300304_SM_890::device_ptr<const unsigned char>>>>, thrust::_V_300304_SM_890::device_ptr<float>>, int, cub::_V_300304_SM_890::detail::transform::always_true_predicate, lfs::core::ops::masked_fill_op<float>, float *, thrust::_V_300304_SM_890::zip_iterator<cuda::std::__4::tuple<thrust::_V_300304_SM_890::device_ptr<float>, thrust::_V_300304_SM_890::device_ptr<const unsigned char>>>>(T2, int, bool, T3, T4, T5, cub::_V_300304_SM_890::detail::transform::kernel_arg<T6>...)"
0.0,162559,79,2057.7,2048.0,1824,2944,186.9,"void cub::_V_300304_SM_890::detail::transform::transform_kernel<cub::_V_300304_SM_890::detail::transform::policy_selector_from_types<(bool)0, (bool)1, cuda::std::__4::tuple<cuda::__4::counting_iterator<long>>, thrust::_V_300304_SM_890::device_ptr<long>>, int, cub::_V_300304_SM_890::detail::transform::always_true_predicate, cuda::__4::__callable_permitting_copied_arguments<thrust::_V_300304_SM_890::system::detail::generic::detail::compute_sequence_value<long>>, long *, cuda::__4::counting_iterator<long>>(T2, int, bool, T3, T4, T5, cub::_V_300304_SM_890::detail::transform::kernel_arg<T6>...)"
0.0,145920,86,1696.7,1440.0,1312,2720,359.4,"void cub::_V_300304_SM_890::detail::transform::transform_kernel<cub::_V_300304_SM_890::detail::transform::policy_selector_from_types<(bool)1, (bool)1, cuda::std::__4::tuple<thrust::_V_300304_SM_890::device_ptr<const float>>, thrust::_V_300304_SM_890::device_ptr<unsigned char>>, int, cub::_V_300304_SM_890::detail::transform::always_true_predicate, lfs::core::ops::scalar_right_op<lfs::core::ops::greater_op, float>, unsigned char *, const float *>(T2, int, bool, T3, T4, T5, cub::_V_300304_SM_890::detail::transform::kernel_arg<T6>...)"
0.0,131935,78,1691.5,1440.0,1312,3776,388.4,"void cub::_V_300304_SM_890::detail::transform::transform_kernel<cub::_V_300304_SM_890::detail::transform::policy_selector_from_types<(bool)1, (bool)1, cuda::std::__4::tuple<thrust::_V_300304_SM_890::device_ptr<const float>>, thrust::_V_300304_SM_890::device_ptr<unsigned char>>, int, cub::_V_300304_SM_890::detail::transform::always_true_predicate, lfs::core::ops::isnan_op, unsigned char *, const float *>(T2, int, bool, T3, T4, T5, cub::_V_300304_SM_890::detail::transform::kernel_arg<T6>...)"
0.0,131680,38,3465.3,3488.0,2912,3648,122.7,"void cub::_V_300304_SM_890::detail::scan::DeviceScanKernel<cub::_V_300304_SM_890::detail::scan::policy_hub<unsigned int, unsigned int, unsigned int, unsigned int, cuda::std::__4::plus<void>>::Policy1000, unsigned int *, unsigned int *, cub::_V_300304_SM_890::ScanTileState<unsigned int, (bool)1>, cuda::std::__4::plus<void>, cub::_V_300304_SM_890::NullType, unsigned int, unsigned int, (bool)0, cub::_V_300304_SM_890::NullType>(T2, T3, T4, int, T5, T6, T7)"
0.0,116512,78,1493.7,1568.0,1344,1664,112.9,"void cub::_V_300304_SM_890::detail::reduce::DeviceReduceKernel<cub::_V_300304_SM_890::detail::reduce::policy_selector_from_types<long, unsigned int, cuda::std::__4::plus<long>>, thrust::_V_300304_SM_890::transform_iterator<lfs::core::ops::is_nonzero_bool_op, thrust::_V_300304_SM_890::device_ptr<const unsigned char>, long, long>, unsigned int, cuda::std::__4::plus<long>, long, cuda::std::__4::identity>(T2, T5 *, T3, cub::_V_300304_SM_890::GridEvenShare<T3>, T4, T6)"
0.0,98207,38,2584.4,2624.0,1600,2880,243.9,"void lfs::core::tensor_ops::vectorized_binary_kernel<lfs::core::ops::add_op>(const float *, const float *, float *, unsigned long, T1)"
0.0,97149,82,1184.7,1200.0,1088,1312,85.3,"void cub::_V_300304_SM_890::detail::reduce::DeviceReduceSingleTileKernel<cub::_V_300304_SM_890::detail::reduce::policy_selector_from_types<long, unsigned int, cuda::std::__4::plus<long>>, long *, long *, int, cuda::std::__4::plus<long>, long, long, cuda::std::__4::identity>(T2, T3, T4, T5, T6, T8)"
0.0,86624,38,2279.6,2272.0,2144,2528,85.9,"edge_compute::rasterization::kernels::forward::extract_instance_ranges_cu(const unsigned int *, uint2 *, unsigned int, unsigned int)"
0.0,70336,2,35168.0,35168.0,34560,35776,859.8,"void lfs::core::<unnamed>::gather_to_linear_kernel<long>(const float4 *, const T1 *, float *, unsigned int, unsigned int, unsigned int)"
0.0,62784,8,7848.0,7984.0,7072,8512,488.2,"void cub::_V_300304_SM_890::detail::radix_sort::DeviceRadixSortOnesweepKernel<cub::_V_300304_SM_890::detail::radix_sort::policy_selector_from_types<float, long, unsigned int>, (cub::_V_300304_SM_890::SortOrder)1, float, long, unsigned int, int, int, cub::_V_300304_SM_890::detail::identity_decomposer_t>(T7 *, T7 *, T5 *, const T5 *, T3 *, const T3 *, T4 *, const T4 *, T6, int, int, T8)"
0.0,61981,79,784.6,799.0,767,800,16.1,"void cub::_V_300304_SM_890::detail::scan::DeviceCompactInitKernel<cub::_V_300304_SM_890::ScanTileState<int, (bool)1>, long *>(T1, int, T2)"
0.0,30240,38,795.8,800.0,768,1152,61.4,"void cub::_V_300304_SM_890::detail::scan::DeviceScanInitKernel<cub::_V_300304_SM_890::ScanTileState<unsigned int, (bool)1>>(T1, int)"
0.0,22144,12,1845.3,1600.0,1536,2432,393.7,"void cub::_V_300304_SM_890::detail::reduce::DeviceReduceKernel<cub::_V_300304_SM_890::detail::reduce::policy_selector_from_types<long, unsigned long long, cuda::std::__4::plus<void>>, thrust::_V_300304_SM_890::transform_iterator<lfs::core::tensor_ops::BoolToInt64Op, thrust::_V_300304_SM_890::device_ptr<const bool>, thrust::_V_300304_SM_890::use_default, thrust::_V_300304_SM_890::use_default>, unsigned long long, cuda::std::__4::plus<void>, long, cuda::std::__4::identity>(T2, T5 *, T3, cub::_V_300304_SM_890::GridEvenShare<T3>, T4, T6)"
0.0,13824,2,6912.0,6912.0,6816,7008,135.8,"lfs::training::kernels::long_axis_split_gaussians_inplace_kernel(float *, float *, float *, const float *, const float *, float *, float *, float *, float *, float *, float *, float *, const long *, int, int)"
0.0,13216,12,1101.3,1024.0,992,1312,123.2,"void cub::_V_300304_SM_890::detail::reduce::DeviceReduceSingleTileKernel<cub::_V_300304_SM_890::detail::reduce::policy_selector_from_types<long, unsigned long long, cuda::std::__4::plus<void>>, long *, long *, int, cuda::std::__4::plus<void>, long, long, cuda::std::__4::identity>(T2, T3, T4, T5, T6, T8)"
0.0,12160,8,1520.0,1520.0,1504,1536,17.1,"void cub::_V_300304_SM_890::detail::transform::transform_kernel<cub::_V_300304_SM_890::detail::transform::policy_selector_from_types<(bool)1, (bool)1, cuda::std::__4::tuple<thrust::_V_300304_SM_890::device_ptr<const unsigned char>, thrust::_V_300304_SM_890::device_ptr<const unsigned char>>, thrust::_V_300304_SM_890::device_ptr<unsigned char>>, int, cub::_V_300304_SM_890::detail::transform::always_true_predicate, lfs::core::ops::logical_or_op, unsigned char *, const unsigned char *, const unsigned char *>(T2, int, bool, T3, T4, T5, cub::_V_300304_SM_890::detail::transform::kernel_arg<T6>...)"
0.0,10144,2,5072.0,5072.0,4832,5312,339.4,"lfs::training::mrnf_strategy::mrnf_decay_kernel(float *, float *, const bool *, unsigned long, float, float, float, unsigned long)"
0.0,8800,6,1466.7,1504.0,1376,1536,71.3,"void cub::_V_300304_SM_890::detail::transform::transform_kernel<cub::_V_300304_SM_890::detail::transform::policy_selector_from_types<(bool)1, (bool)1, cuda::std::__4::tuple<thrust::_V_300304_SM_890::device_ptr<const unsigned char>, thrust::_V_300304_SM_890::device_ptr<const unsigned char>>, thrust::_V_300304_SM_890::device_ptr<unsigned char>>, int, cub::_V_300304_SM_890::detail::transform::always_true_predicate, lfs::core::ops::logical_and_op, unsigned char *, const unsigned char *, const unsigned char *>(T2, int, bool, T3, T4, T5, cub::_V_300304_SM_890::detail::transform::kernel_arg<T6>...)"
0.0,6912,2,3456.0,3456.0,3424,3488,45.3,"lfs::core::<unnamed>::gather_from_linear_kernel(float4 *, unsigned int, const float *, unsigned int, unsigned int, unsigned int)"
0.0,6336,4,1584.0,1600.0,1472,1664,84.7,"void lfs::core::tensor_ops::vectorized_binary_kernel<lfs::core::ops::mul_op>(const float *, const float *, float *, unsigned long, T1)"
0.0,5760,2,2880.0,2880.0,2880,2880,0.0,"void cub::_V_300304_SM_890::detail::radix_sort::DeviceRadixSortHistogramKernel<cub::_V_300304_SM_890::detail::radix_sort::policy_selector_from_types<float, long, unsigned int>, (cub::_V_300304_SM_890::SortOrder)1, float, unsigned int, cub::_V_300304_SM_890::detail::identity_decomposer_t>(T4 *, const T3 *, T4, int, int, T5)"
0.0,5439,4,1359.8,1359.5,1312,1408,41.4,"void cub::_V_300304_SM_890::detail::transform::transform_kernel<cub::_V_300304_SM_890::detail::transform::policy_selector_from_types<(bool)1, (bool)1, cuda::std::__4::tuple<thrust::_V_300304_SM_890::device_ptr<const float>>, thrust::_V_300304_SM_890::device_ptr<unsigned char>>, int, cub::_V_300304_SM_890::detail::transform::always_true_predicate, lfs::core::ops::scalar_right_op<lfs::core::ops::less_op, float>, unsigned char *, const float *>(T2, int, bool, T3, T4, T5, cub::_V_300304_SM_890::detail::transform::kernel_arg<T6>...)"
0.0,5056,2,2528.0,2528.0,2464,2592,90.5,"lfs::core::tensor_ops::warp_tiny_segment_reduce_max_kernel(const float *, float *, unsigned long, unsigned long)"
0.0,5056,2,2528.0,2528.0,2432,2624,135.8,"lfs::core::tensor_ops::warp_tiny_segment_reduce_min_kernel(const float *, float *, unsigned long, unsigned long)"
0.0,5056,4,1264.0,1264.0,1248,1280,18.5,"void cub::_V_300304_SM_890::detail::transform::transform_kernel<cub::_V_300304_SM_890::detail::transform::policy_selector_from_types<(bool)1, (bool)1, cuda::std::__4::tuple<thrust::_V_300304_SM_890::device_ptr<const unsigned char>>, thrust::_V_300304_SM_890::device_ptr<unsigned char>>, int, cub::_V_300304_SM_890::detail::transform::always_true_predicate, lfs::core::ops::logical_not_op, unsigned char *, const unsigned char *>(T2, int, bool, T3, T4, T5, cub::_V_300304_SM_890::detail::transform::kernel_arg<T6>...)"
0.0,5024,2,2512.0,2512.0,2176,2848,475.2,"lfs::core::tensor_ops::<unnamed>::pointwise_chain_vec4_kernel(const float *, float *, unsigned long, lfs::core::tensor_ops::FusedPointwiseOpChain)"
0.0,4096,1,4096.0,4096.0,4096,4096,0.0,"void cub::_V_300304_SM_890::detail::select::DeviceSelectSweepKernel<cub::_V_300304_SM_890::detail::select::policy_hub<long, float, int, (bool)0, (cub::_V_300304_SM_890::SelectImpl)0>::Policy1000, thrust::_V_300304_SM_890::counting_iterator<long, thrust::_V_300304_SM_890::use_default, thrust::_V_300304_SM_890::use_default, thrust::_V_300304_SM_890::use_default, thrust::_V_300304_SM_890::compile_time_value<(int)1>>, thrust::_V_300304_SM_890::device_ptr<const float>, thrust::_V_300304_SM_890::device_ptr<long>, long *, cub::_V_300304_SM_890::ScanTileState<int, (bool)1>, lfs::training::mrnf_strategy::<unnamed>::positive_weight, cub::_V_300304_SM_890::NullType, int, cub::_V_300304_SM_890::detail::select::streaming_context_t<long, (bool)1>, (cub::_V_300304_SM_890::SelectImpl)0>(T2, T3, T4, T5, T6, T7, T8, T9, int, T10, cub::_V_300304_SM_890::detail::vsmem_t)"
0.0,3936,2,1968.0,1968.0,1920,2016,67.9,"lfs::training::pruning::compute_near_zero_rotation_mask_kernel(const float *, unsigned char *, unsigned long)"
0.0,3552,2,1776.0,1776.0,1664,1888,158.4,"void cub::_V_300304_SM_890::detail::reduce::DeviceReduceKernel<cub::_V_300304_SM_890::detail::reduce::policy_selector_from_types<long, unsigned int, cuda::std::__4::plus<long>>, thrust::_V_300304_SM_890::transform_iterator<lfs::training::mrnf_strategy::<unnamed>::positive_weight, thrust::_V_300304_SM_890::device_ptr<const float>, long, long>, unsigned int, cuda::std::__4::plus<long>, long, cuda::std::__4::identity>(T2, T5 *, T3, cub::_V_300304_SM_890::GridEvenShare<T3>, T4, T6)"
0.0,3392,2,1696.0,1696.0,1664,1728,45.3,"void cub::_V_300304_SM_890::detail::reduce::DeviceReduceKernel<cub::_V_300304_SM_890::detail::reduce::policy_selector_from_types<long, unsigned int, cuda::std::__4::plus<long>>, thrust::_V_300304_SM_890::transform_iterator<lfs::core::ops::is_nonzero_op<float>, thrust::_V_300304_SM_890::device_ptr<const float>, long, long>, unsigned int, cuda::std::__4::plus<long>, long, cuda::std::__4::identity>(T2, T5 *, T3, cub::_V_300304_SM_890::GridEvenShare<T3>, T4, T6)"
0.0,2912,2,1456.0,1456.0,1440,1472,22.6,"void cub::_V_300304_SM_890::detail::transform::transform_kernel<cub::_V_300304_SM_890::detail::transform::policy_selector_from_types<(bool)1, (bool)1, cuda::std::__4::tuple<thrust::_V_300304_SM_890::device_ptr<const unsigned char>>, thrust::_V_300304_SM_890::device_ptr<float>>, int, cub::_V_300304_SM_890::detail::transform::always_true_predicate, lfs::core::tensor_ops::ConvertFunctor<unsigned char, float>, float *, const unsigned char *>(T2, int, bool, T3, T4, T5, cub::_V_300304_SM_890::detail::transform::kernel_arg<T6>...)"
0.0,2720,2,1360.0,1360.0,1280,1440,113.1,"void lfs::core::tensor_ops::vectorized_scalar_broadcast_kernel<lfs::core::ops::div_op>(const float *, float, float *, unsigned long, T1)"
